"","par1","par2","par3","par4","par5","par6","par7","par8","par9","part10","par11","par12","meanGroup","facesDisplayTime","maskTime","groupChoice","id","trial","faceIdentity","SD","realSD","rating","rt","image","condition","condition1","music.rock","music.pop","live.city","live.town","eat.icecream","eat.hamburger","time.beach","time.pool","pet.cat","pat.dog","X30","threatSimilar","threatDifferent","immoralSimilar","immoralDifferent","selectionPrinciple","selectionNoWhy","selectionYesWhy","groupPrecentEstimate","iden1","iden2","iden3","iden4","iden5","ntb1","ntb2","ntb3","ntb4","ntb5","ntb6","ntb7","ntb8","ntb9","ntb10","enviroDifRace","enviroDifSes","enviroDifPoli","sd1","sd2","sd3","sd4","sd5","sd6","sd7","sd8","sd9","sd10","sd11","bigFiveExtraverted","bigFiveCritical","bigFiveCons","bigFiveNeuro","bigFiveOpen","bigFiveReserved","bigFiveWarm","bigFiveCareless","bigFiveCalm","bigFiceConventional","poli","age","sex","citizen","citizenText","liveUS","yearsUS","partUS","partUSText","black","latin","white","asian","other","edu","income","identscale","condition_bi","condition_biEffect"
"130",135,121,115,139,119,137,131,127,117,123,143,141,129,1.99666,0.000368067,1,12,24,1,1,9.9453,139,1.48794,35,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"131",106,105,130,105,122,125,116,108,110,107,129,105,114,1.99611,0.000363791,1,12,25,1,1,9.89949,124,0.971662,36,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"132",138,120,118,144,128,116,142,132,122,124,140,136,130,2.00004,0.000203278,1,12,26,1,1,9.9453,140,2.16807,2,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"133",122,124,142,145,125,149,147,132,136,147,145,131,137.083,1.99951,0.000295936,0,12,27,2,1,9.98598,127,0.901458,45,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"134",145,147,141,129,127,123,143,149,133,137,121,125,135,1.99709,0.000451887,0,12,28,2,1,9.9453,135,1.65419,38,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Same Mean",-1
"135",133,119,113,139,137,125,135,141,129,121,115,117,127,1.99156,0.000227512,1,12,29,2,1,9.9453,137,1.10971,12,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"136",127,107,111,133,109,131,113,135,115,129,119,123,121,1.98406,0.000646042,0,12,30,4,1,9.9453,131,1.60057,44,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"137",125,123,105,107,121,101,113,117,109,127,129,103,115,1.99413,0.000503491,1,12,31,3,1,9.9453,115,0.790244,22,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Same Mean",-1
"138",150,150,148,148,135,128,127,125,145,134,139,150,139.917,1.9903,0.000412543,1,12,32,4,1,9.78364,140,2.46109,18,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Same Mean",-1
"139",138,116,144,128,122,124,120,132,142,118,140,136,130,1.98943,0.000339272,1,12,33,4,1,9.9453,140,2.04531,3,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"140",133,146,137,143,148,126,146,123,150,125,132,148,138.083,1.98414,0.000336706,0,12,35,4,1,9.98598,138,1.2337,23,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Same Mean",-1
"141",142,114,138,126,130,116,120,136,122,134,118,140,128,1.99412,0.000348395,0,12,36,4,1,9.9453,138,0.757016,26,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"142",129,123,119,137,139,121,145,143,117,125,141,133,131,1.99494,0.000467568,1,12,37,3,1,9.9453,121,0.689502,29,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"143",120,122,140,124,144,118,134,130,146,138,142,126,132,1.985,0.000223805,1,12,38,4,1,9.9453,132,0.866254,4,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Same Mean",-1
"144",135,125,129,117,113,139,133,121,141,115,137,119,127,1.99044,0.000370063,1,12,39,1,1,9.9453,137,2.42783,13,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"145",145,147,132,125,136,147,124,122,145,131,142,149,137.083,1.9908,0.000294511,0,12,40,4,1,9.98598,137,1.09371,48,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Same Mean",-1
"146",144,148,132,142,124,146,140,122,120,126,128,136,134,1.98718,0.000658586,1,12,41,1,1,9.9453,134,1.18081,28,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Same Mean",-1
"147",128,148,125,150,150,148,135,139,127,145,134,150,139.917,1.99032,0.00025089,1,12,42,2,1,9.78364,140,1.92775,17,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Same Mean",-1
"148",118,142,140,116,132,120,124,138,128,144,136,122,130,2.0005,0.000321025,0,12,43,1,1,9.9453,140,1.26746,49,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"149",119,141,117,139,137,121,123,145,129,143,133,125,131,1.98677,0.00024975,1,12,44,3,1,9.9453,131,1.04783,43,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Same Mean",-1
"150",127,115,119,139,121,131,123,141,143,135,117,137,129,1.99081,0.0003196,0,12,46,1,1,9.9453,119,0.826964,9,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,16,18,15,1,"Almost all the responses were of similar magnitude",NA,63,17,17,17,17,17,5,3,5,4,4,4,4,4,4,4,95,76,75,2,2,1,1,1,2,1,1,2,1,2,6,2,6,2,6,2,6,3,7,2,3,21,"male",1,NA,1,"N/A",3,"Midwest",0,0,0,1,0,5,4,4,"Different Mean",1
"151",148,150,139,134,150,128,150,148,145,135,125,127,139.917,2.0003,0.00228253,0,13,1,3,1,9.78364,140,1.88615,5,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"152",128,132,122,120,136,124,144,140,142,116,138,118,130,1.99926,0.000745542,1,13,12,4,1,9.9453,140,1.71726,33,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"153",142,120,122,134,116,136,140,114,130,118,126,138,128,1.99343,0.000735564,1,13,23,2,1,9.9453,138,1.3243,3,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"154",134,144,142,138,146,130,122,126,150,128,124,148,136,1.9931,0.000392016,1,13,34,4,1,9.9453,126,1.55685,30,"high","high",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"155",135,148,127,139,150,148,125,128,150,150,134,145,139.917,1.99055,0.000675978,1,13,45,1,1,9.78364,140,1.59387,15,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"156",118,136,122,128,124,142,144,140,116,138,120,132,130,1.99887,0.000354097,0,13,47,2,1,9.9453,140,1.66926,8,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"157",124,120,130,108,110,128,114,116,132,112,134,136,122,1.99414,0.00040513,1,13,48,2,1,9.9453,112,1.4236,28,"high","high",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"158",148,127,128,125,139,135,134,148,150,150,145,150,139.917,1.98529,0.00046101,1,13,49,2,1,9.78364,140,1.33298,44,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"159",135,131,109,137,121,115,129,117,113,125,111,133,123,1.9852,0.00064148,1,13,50,4,1,9.9453,133,0.882623,21,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"160",126,128,124,144,130,146,142,122,148,134,138,150,136,1.99106,0.000252601,1,13,2,2,1,9.9453,136,1.37701,9,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"161",141,121,145,125,137,123,149,129,147,127,143,133,135,1.99066,0.00050121,1,13,3,3,1,9.9453,135,1.4274,24,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"162",136,132,142,138,124,120,144,140,116,118,128,122,130,1.99729,0.000630646,0,13,4,1,1,9.9453,140,1.15405,10,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"163",125,148,150,132,123,137,148,143,146,133,146,126,138.083,1.99484,0.000478687,1,13,5,3,1,9.98598,138,1.0732,41,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"164",120,130,116,136,114,108,110,134,112,124,128,132,122,1.98504,0.000199001,1,13,6,2,1,9.9453,132,1.11631,46,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"165",140,120,136,142,124,116,144,118,138,128,132,122,130,1.99436,0.000189023,1,13,7,1,1,9.9453,140,1.32403,17,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"166",144,150,133,149,126,147,149,127,134,138,147,124,139,1.99267,0.000560226,0,13,8,3,1,9.88111,129,0.974928,20,"high","high",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"167",142,140,138,136,128,144,120,116,122,118,132,124,130,1.99471,0.000314753,1,13,9,1,1,9.9453,140,1.08983,34,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"168",129,131,117,125,135,137,115,113,121,111,133,109,123,1.99985,0.000523733,1,13,10,3,1,9.9453,123,0.834715,18,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"169",135,115,113,107,131,129,133,119,127,109,111,123,121,1.99521,0.000472414,1,13,11,4,1,9.9453,111,0.255537,47,"high","high",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"170",150,134,150,127,150,148,128,135,148,125,145,139,139.917,1.99529,0.000269137,0,13,13,2,1,9.78364,140,1.35599,40,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"171",128,138,120,116,144,132,140,142,136,124,122,118,130,1.99295,0.000564788,1,13,14,3,1,9.9453,140,1.2584,31,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"172",120,128,136,122,148,144,126,146,132,140,124,142,134,1.98973,0.000338702,0,13,15,4,1,9.9453,134,1.09494,38,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"173",131,119,111,135,127,117,139,115,113,123,137,133,125,1.9842,0.000616106,0,13,16,2,1,9.9453,135,1.16706,42,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"174",118,116,120,142,130,138,140,136,114,126,122,134,128,1.98816,0.000449606,1,13,17,1,1,9.9453,138,1.0797,22,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"175",117,125,133,141,139,113,129,119,115,137,121,135,127,1.9981,0.000565073,0,13,18,1,1,9.9453,137,1.08655,11,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"176",124,144,149,150,133,149,127,147,138,126,134,147,139,1.99357,0.00037662,1,13,19,4,1,9.88111,139,1.15772,13,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"177",147,129,125,123,145,141,121,133,143,137,127,149,135,1.99853,0.000693939,0,13,20,2,1,9.9453,135,1.00273,4,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"178",118,114,126,108,134,106,132,130,110,112,122,128,120,1.98452,0.000581609,1,13,21,1,1,9.9453,130,0.750317,49,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"179",138,118,134,136,140,116,122,126,120,130,142,114,128,1.98736,0.000624374,1,13,22,2,1,9.9453,138,1.36399,14,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
"180",144,126,132,142,148,124,146,128,140,122,136,120,134,1.99225,0.000269992,0,13,24,1,1,9.9453,134,0.908996,36,"same","same",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Same Mean",-1
"181",136,116,120,128,130,132,124,108,112,110,114,134,122,1.99026,0.00044647,1,13,25,3,1,9.9453,132,0.944651,45,"low","low",NA,1,1,NA,NA,1,1,NA,1,NA,NA,18,15,17,15,1,"I just chose the words I most associated with",NA,50,16,16,15,15,16,3,3,3,5,4,5,2,3,4,4,50,17,30,2,2,1,2,1,2,2,2,2,2,2,2,1,6,6,7,7,7,2,6,5,1,26,"female",1,NA,1,NA,2,NA,0,0,1,0,0,5,2,2.6,"Different Mean",1
